,PMV,PPD,SET,Clo,Met,Air temperature (¡C),Relative humidity (%),Air velocity (m/s),Thermal sensation,Radiant temperature (¡C),Globe temperature (¡C),Humidity sensation,Outdoor monthly air temperature (¡F)
1463,0.4,8,26.56,0.51,1.6,22.8,46.3,0.2,0,26.9,24.8,0,66.9
1464,0.4,9,26.62,0.56,1.3,24.5,46,0.08,1,25.6,25.1,0,66.9
1465,0.6,14,27.65,0.51,1.6,24.1,44.6,0.08,0,26.3,25.4,0,66.9
1466,0.7,15,28.31,0.54,1.6,23.3,46.4,0.12,0,26.9,25.2,0,66.9
1467,1.6,54,32.99,0.54,2,25.9,63.1,0.06,0,27.9,27.2,0,72.5
1468,1.5,52,32.45,0.51,2,26,59.5,0.02,-1,27.9,27.4,0,72.5
1469,1.7,62,32.52,0.71,2,26.4,60.3,0.37,2,30.4,28,1,72.5
1470,1.9,71,34.29,0.47,2.4,26,63.9,0.04,1,27.9,27.3,0,72.5
1471,1.5,52,33.26,0.56,2,25.8,64.2,0.12,1,27.9,27,-2,72.5
1472,1.2,34,31.23,0.49,1.9,25,64.2,0.15,0,26.9,26,0,72.5
1473,1.2,36,30.95,0.86,1.2,26.2,61.4,0.12,0,28.2,27.3,-1,72.5
1474,1,27,29,0.56,1.6,25.5,60.2,0.27,-1,28.5,26.9,-2,72.5
1475,0.7,15,28.03,0.63,1.2,25.1,58.3,0.1,0,27,26.2,2,72.5
1476,0.9,23,29.2,0.53,1.5,24.8,57.7,0.05,0,27.3,26.4,-1,72.5
1477,0.9,23,28.64,0.61,1.2,26.1,56.2,0.04,1,27.9,27.3,1,72.5
1478,1,25,28.87,0.6,1.2,26,60.4,0.05,0,28.1,27.4,-1,72.5
1479,1.1,28,29.21,0.6,1.2,26.1,60.7,0.06,0,28.5,27.6,0,72.5
1480,0.9,22,28.39,0.6,1.2,26.3,55.5,0.05,0,27.5,27.1,2,72.5
1481,1,28,29.16,0.65,1.2,26.3,57.4,0.06,0,28,27.4,0,72.5
1482,-0.2,6,24.56,0.7,1.2,21.5,59.6,0.05,0,23.1,22.6,0,61.2
1483,-0.3,7,24.25,0.64,1.2,21.9,59.4,0.09,0,23.1,22.6,0,61.2
1484,0.4,9,27.15,0.56,1.6,23,55.7,0.04,0,23.9,23.6,0,61.2
1485,-0.4,8,24.01,0.63,1.2,21.5,61.7,0.06,0,23.1,22.5,0,61.2
1486,0.3,7,26.6,0.78,1.2,23.3,55.9,0.05,0,24.3,24,0,61.2
1487,0.5,11,27.67,0.56,1.6,23.2,56.2,0.03,0,24.7,24.3,-1,61.2
1488,0.7,16,28.57,0.53,1.8,23.3,55.9,0.05,0,24.9,24.4,0,61.2
1489,0.2,6,26.15,0.69,1.2,23,56.8,0.08,0,24.9,24.1,-1,61.2
1490,-0.1,5,25.04,0.69,1.3,22.4,56.3,0.21,0,23.5,22.9,0,61.2
1491,0.1,5,25.74,0.69,1.2,23.2,55.4,0.03,0,24.2,23.9,0,61.2
1492,0.3,7,26.64,0.68,1.2,23.2,69.9,0.07,0,24.9,24.2,-1,64.4
1493,1.1,32,32.2,0.68,2,23.1,69.6,0.12,0,25.3,24.3,-1,64.4
1494,0.9,23,30.67,0.9,1.5,23.4,70.1,0.07,0,25.1,24.4,-2,64.4
1495,0.4,8,27.06,0.68,1.2,23.1,69.4,0.07,0,25.6,24.7,0,64.4
1496,0.6,14,27.89,0.68,1.2,25.1,64.8,0.08,0,25.7,25.5,0,64.4
1497,0.7,17,28.3,0.71,1.2,25.2,60.6,0.03,0,26.4,26,0,64.4
1498,0.7,15,27.98,0.68,1.2,25.4,57.7,0.08,0,26.2,25.9,0,64.4
1499,0.8,19,28.88,0.59,1.5,24.7,60,0.02,0,26.4,25.9,0,64.4
1500,0,5,25.12,0.63,1.2,22.9,63.3,0.05,2,23.8,23.5,-1,65.1
1501,0.9,22,29.73,0.54,2,23,60.8,0.06,0,24.1,23.7,0,65.1
1502,1.8,67,33.58,0.53,2.8,23.6,63.2,0.05,1,24.6,24.3,1,65.1
1503,1.4,46,31.74,0.45,2.4,24.3,58.4,0.03,0,25,24.8,0,65.1
1504,0.4,8,26.79,0.66,1.2,24.1,59.6,0.04,0,25.4,25,-1,65.1
1505,1.2,35,31.03,0.54,2,24.6,58.5,0.02,2,25.7,25.4,2,65.1
1506,1.5,53,33.18,0.57,2.4,24.4,60.3,0.09,0,25.8,25.2,3,65.1
1507,0.8,20,28.71,0.44,1.7,24.4,59.4,0.03,0,25.8,25.4,0,65.1
1508,0.9,23,29.57,0.55,2,22.4,61.5,0.2,0,26.6,24.4,0,65.1
1509,0.5,11,28.14,0.64,1.6,22.8,62.2,0.16,0,24.7,23.8,0,65.1
1510,-0.3,6,24.71,0.56,1.2,22.9,61.7,0.16,0,24.6,23.8,0,65.1
1511,0.7,16,28.17,0.72,1.2,24.9,59.3,0.05,1,26.3,25.8,0,65.1
1512,1,27,29.85,0.48,1.9,24,56.9,0.06,0,26.6,25.6,-1,65.1
1513,-0.2,6,24.65,0.67,1.1,22.7,53.7,0.03,2,24,23.6,0,65.1
1514,-0.2,6,25.03,0.62,1.3,21.3,54.5,0.16,0,24.1,22.8,1,65.1
1515,0.8,17,28.35,0.8,1.2,25.5,52.4,0.04,0,25.8,25.7,0,65.1
1516,1.4,47,31.84,0.54,2.1,26,49.7,0.04,1,26.7,26.5,1,65.1
1517,0.8,20,28.49,0.68,1.2,25.4,54.6,0.08,2,27.3,26.6,0,65.1
1518,0.7,16,28.08,0.61,1.3,25.3,55.1,0.08,0,26.6,26.1,2,65.1
1519,0.6,13,27.48,0.56,1.3,24.8,53.8,0.04,2,26.8,26.1,0,65.1
1520,0.4,8,27.55,0.71,1.5,20.8,55.1,0.12,0,25.2,23.3,0,65.1
1521,0.7,14,28.16,0.58,1.6,24.2,57.6,0.05,0,24.6,24.4,2,65.3
1522,0.4,8,26.75,0.62,1.3,23.5,58.5,0.04,0,25,24.5,0,65.3
1523,0.6,12,27.69,0.74,1.2,24.4,62.4,0.03,0,25.5,25.2,0,65.3
1524,0.6,13,27.57,0.63,1.2,25.4,58.2,0.03,0,26.2,26,0,65.3
1525,0.5,9,26.95,0.64,1.2,24.6,54.1,0.02,-1,26,25.7,0,65.3
1526,0.3,7,26.29,0.64,1.2,23.9,49.6,0.05,-1,25.6,25,0,65.3
1527,0.5,11,27.24,0.59,1.3,24.5,54.7,0.06,0,25.5,25.2,1,65.3
1528,0.5,10,27.56,0.66,1.3,23.6,62.8,0.07,0,25.7,24.9,-1,65.3
1529,0.5,10,27.26,0.74,1.2,24.8,59.7,0.04,1,24.6,24.6,0,65.3
1530,0.6,14,27.72,0.63,1.2,25.3,62.3,0.04,0,26.2,25.9,0,65.3
1531,0.8,18,28.39,0.68,1.2,25.4,62.3,0.01,0,26.7,26.4,0,65.3
1532,0.8,20,30.23,0.93,1.3,22.6,68.4,0.11,0,26.6,24.8,0,65.3
1533,0.9,22,30.39,0.96,1.6,23.1,50.1,0.02,0,24.8,24.4,-1,60.9
1534,0.8,18,28.6,0.54,1.7,24.1,51.2,0.01,0,25.2,25,0,60.9
1535,0.6,14,27.56,0.69,1.2,25.5,46.3,0.03,2,26.3,26.1,0,60.9
1536,0.8,19,28.24,0.73,1.2,25.9,46.7,0.01,2,26.7,26.5,0,60.9
1537,0.8,20,28.15,0.63,1.2,25.9,47.2,0.05,1,27.8,27.1,0,60.9
1538,0.9,22,28.96,0.57,1.6,25,48.2,0.02,1,26.3,26,1,60.9
1539,0.8,17,28.19,0.73,1.2,25.2,49.5,0.05,0,26.9,26.3,0,60.9
1540,0.7,16,28.01,0.73,1.2,25.2,49.2,0.02,0,26.7,26.3,0,60.9
1541,1.6,57,32.18,0.47,2.4,25.1,46.6,0.02,1,26.9,26.5,0,60.9
1542,0.1,5,26.18,0.61,1.3,21.7,40.6,0.15,1,26.4,24.1,0,60.9
1543,-0.1,5,25.68,0.61,1.3,21.1,42.5,0.15,-2,25.9,23.6,0,60.9
1544,0.2,6,26.1,0.63,1.2,24.1,50.3,0.02,0,25.3,25,0,60.9
1545,0.2,6,25.84,0.65,1.2,23.9,51.9,0,0,24.7,24.6,0,62.3
1546,0.4,8,26.71,0.68,1.2,24.1,53.7,0.03,0,25.4,25.1,0,62.3
1547,0.7,14,28.07,0.84,1.2,24.6,50.5,0.02,0,25.7,25.4,2,62.3
1548,1,26,30.3,0.84,1.5,24,51.2,0.05,0,26.2,25.5,0,62.3
1549,0.5,11,26.94,0.4,1.6,24.4,51,0.05,-1,25.7,25.3,0,62.3
1550,0.6,12,27.4,0.54,1.6,23.5,42.7,0.03,1,25.8,25.1,1,62.3
1551,0.5,11,27.34,0.73,1.2,24.4,52.4,0.03,0,25.7,25.4,0,62.3
1552,0.8,18,28.54,0.82,1.2,24.9,50.2,0.03,0,26.6,26.1,0,62.3
1553,1.2,35,30.94,0.62,1.9,25.2,49.9,0.02,0,26.4,26.1,0,62.3
1554,1,25,29.26,0.56,1.6,25.2,49.6,0.03,0,26.7,26.3,0,62.3
1555,0.8,18,28.37,0.74,1.2,25.1,52.8,0.06,-1,26.9,26.2,0,62.3
1556,0.8,20,28.86,0.73,1.3,24.8,53.1,0.04,0,26.5,26,-1,62.3
1557,0.8,19,28.93,0.46,1.9,23,58.6,0.08,0,25.8,24.7,0,62.3
1558,0.8,18,29.06,0.55,2,22.2,52.5,0.09,-2,24,23.3,0,62.3
