Air temperature (¡C),Relative humidity (%),Air velocity (m/s),Outdoor monthly air temperature (¡C),Thermal sensation
29.4,40.4,0.01,4,1
29.4,40.5,0.01,4,1
29.2,41.1,0,4,1
29.5,53.1,0,4,1
25.1,49.2,0.06,4,1
25.9,50.4,0.13,4,1
28.6,31.1,0.17,4,1
27.2,28.8,0.14,4,1
28.4,34,0.18,4,1
28.9,31.7,0.09,4,1
33.7,14.8,0.4,4,1
30.9,37.3,0,4,1
31.9,36.2,0,4,1
32.1,27.7,0,4,1
34.2,18.6,0.86,4,1
34.3,15.1,0.03,4,1
33.6,15.4,0.01,4,1
31.8,33.4,0.71,4,1
34.8,17.3,0.12,4,1
32.1,36.9,0.07,4,1
31.2,44.2,0.03,4,1
27.9,56.6,0.01,4,1
29.3,54.2,0.1,4,1
30.5,49.8,0.1,4,1
34.1,28.8,0.01,4,1
34.6,27.8,0.06,4,1
34.3,29.4,0.06,4,1
34,30,0.04,4,1
30.9,48.9,0.06,4,1
30.8,51.5,0.06,4,1
35.8,15.4,0.01,4,1
30.3,29.4,0.03,4,1
33.7,14.8,0.03,4,1
28.4,55.6,0.03,4,1
30,44.2,0.11,4,1
31.6,34,0.18,4,1
32.2,23.5,0.25,4,1
32.1,19.7,0.01,4,1
31.8,27.6,0.01,4,1
31.8,24.7,0.01,4,1
27.9,55.6,0.2,4,1
28.4,45.8,0.05,4,1
28.8,33.3,0.05,4,1
29.7,30.5,0.18,4,1
29.4,34,0.05,4,1
28.6,35.1,0.05,4,1
24.3,56.5,0.1,4,1
35.8,19.2,0.76,4,1
35.5,21,1.37,4,1
34.6,23,0.06,4,1
33.9,25.3,0.1,4,1
32.4,40,0.19,4,1
33.1,39.9,0.19,4,1
32.5,44.3,0.35,4,1
33.3,37.8,0.28,4,1
33.7,32.8,1.02,4,1
35.6,32.8,1.44,4,1
34.6,31.1,0.24,4,1
34.9,41.6,0.64,4,1
31.4,55.1,0.4,4,1
32,53.6,0.32,4,1
32.7,49.8,0.19,4,1
35.5,29.5,0.24,4,1
35.6,26.3,0.32,4,1
29.9,44.8,0.19,4,1
31,47,0.12,4,1
28.7,61.4,0.24,4,1
28.9,60.1,0.61,4,1
29.2,56.5,0.5,4,1
30.5,49.8,0.45,4,1
32.1,37.8,0.88,4,1
26.4,61.8,0.53,4,1
27.2,59.2,0.28,4,1
29.2,47.3,0.5,4,1
29.9,37.8,0.88,4,1
30.3,37.8,0.79,4,1
27.3,53.3,0.26,4,1
26,52.7,0.19,4,1
27.9,45.3,0.4,4,1
30.2,20.4,0.22,4,1
31.9,45.8,1.04,4,1
31.7,44.4,0.02,4,1
30.7,49.4,0.04,4,1
30.8,50.8,0.2,4,1
31.2,52.2,0.25,4,1
33.3,37.6,0.01,4,1
33.2,37.5,0,4,1
33.2,40.6,0,4,1
31.8,49.4,0.18,4,1
31.8,49.3,0.18,4,1
33.6,37.8,0.02,4,1
32.9,31.7,0.01,4,1
32.3,27,0.06,4,1
32.1,34,1.04,4,1
30.8,28.8,0.71,4,1
28.7,59.7,0.19,4,1
31.4,41.8,0.14,4,1
31.3,43.4,0.1,4,1
31,41.6,0.08,4,1
31.2,43.2,0.1,4,1
31.5,34.5,0.02,4,1
31.5,31.7,0.02,4,1
31.2,37.3,0,4,1
31.2,34.7,0.01,4,1
29.9,30,0.12,4,1
29.9,24.7,0.2,4,1
24.9,61.4,0.06,4,1
28.3,48.8,0.46,4,1
25.7,50.3,0.02,4,1
25.3,50.9,0.02,4,1
25.2,55,0.01,4,1
25.1,56,0,4,1
25,56.3,0.02,4,1
25.5,55.1,0.02,4,1
25.9,60.1,0.05,4,1
25.7,53.7,0.02,4,1
25.4,54.2,0.01,4,1
25,56.5,0.07,4,1
25.1,58.8,0.01,4,1
24.6,56.9,0.06,4,1
24.5,52.7,0.04,4,1
24.7,50.8,0.05,4,1
25.2,54.2,0.25,4,1
26.7,52.2,0.08,4,1
26.6,54.2,0.08,4,1
26.5,55.1,0.02,4,1
26.1,53.8,0.02,4,1
25.1,57,0.05,4,1
25.4,57.7,0.12,4,1
25.8,53.7,0.35,4,1
28.5,14.1,0.03,4,1
31.8,47.7,0.56,4,1
32.3,46.8,0.77,4,1
32.3,41.6,0.61,4,1
31.2,55.3,0.19,4,1
31.2,55.4,1.39,4,1
31.5,55.1,0.02,4,1
33.3,44.4,0,4,1
30.5,54.7,0.29,4,1
30.4,53.2,0.56,4,1
30.6,53.7,0.44,4,1
30.1,51.3,0.01,4,1
30,53.2,0,4,1
30.4,51.8,0.24,4,1
31,53.2,0.36,4,1
30.9,50.8,0.01,4,1
30.5,56,0.01,4,1
30.8,47.2,0.01,4,1
30.9,42.7,0.67,4,1
30.2,49.3,0,4,1
30.1,48.3,0,4,1
29.8,41.6,0,4,1
28.2,57.4,0.02,4,1
28.3,57.4,0.01,4,1
28.4,53.4,0.01,4,1
28.5,56.3,0,4,1
28.8,54.3,0.01,4,1
28.8,49.8,0.01,4,1
29.2,51.2,0.02,4,1
29.4,48.8,0.14,4,1
25.3,63.6,0.07,4,1
28.3,53.7,0.61,4,1
28.2,54.7,0.67,4,1
25.3,55.6,0,4,1
25.4,58.3,0.01,4,1
25.4,59.2,0.01,4,1
25.5,58.4,0.01,4,1
25.5,58.3,0,4,1
26.1,62.7,0.03,4,1
25.7,58.3,0,4,1
25.6,58.8,0.01,4,1
25.3,60.6,0.17,4,1
25.3,61.8,0,4,1
24.9,64,0.08,4,1
25.5,64.1,0.1,4,1
25,56.9,0.03,4,1
25.1,59.2,0.08,4,1
25.4,56.9,0.14,4,1
25.5,57.9,0.14,4,1
26.2,56.9,0.06,4,1
26.3,50.4,0.13,4,1
26.4,50.2,0.1,4,1
26.6,53.2,0.08,4,1
26.7,51.8,0.01,4,1
26.8,56.5,0.08,4,1
26.9,58.3,0.11,4,1
25.4,61.7,0.07,4,1
25.6,57.8,0.07,4,1
25.8,57.4,0.06,4,1
25.9,55.9,0.01,4,1
26.3,51.8,0.02,4,1
26.7,51.9,0,4,1
27.2,53.4,0.04,4,1
27.7,41.5,0.1,4,1
28.1,44.8,0.08,4,1
28.2,22.3,0.01,4,1
28.2,25.9,0.01,4,1
28,26.7,0.04,4,1
28.2,29.7,0.08,4,1
28.2,36.7,0,4,1
26.3,50.3,0.14,4,1
26.7,50.3,0.14,4,1
30.5,39.6,0,4,1
30.5,37,0,4,1
29.3,37,0.88,4,1
27.5,27.6,0,4,1
27.5,25,0,4,1
28,10.9,0.33,4,1
30.8,24.6,0.46,4,1
29.5,24.8,0.1,4,1
29,29,0.46,4,1
28.8,29,0.59,4,1
28,14.3,0.73,4,1
26,30.4,0,4,1
26,32.6,0,4,1
27.3,33,0.59,4,1
29.5,14.3,0.59,4,1
26.3,31,0.73,4,1
26.8,27,0.59,4,1
27.8,28,0.46,4,1
28.5,26.4,0,4,1
28,34,0.46,4,1
30,17.6,0.73,4,1
29,36,0.1,4,1
27,36.6,0,4,1
26.5,38,0,4,1
27.3,23.8,1.04,4,1
27.5,28,0.46,4,1
29,27,0.22,4,1
30,26,0.1,4,1
30.3,26,0.22,4,1
29.5,36.6,0.33,4,1
30,33,0.22,4,1
32,35.8,0,4,1
32.5,40,0.1,4,1
32.5,39.6,0.1,4,1
30.8,2,0.21,4,1
31.5,23,0.21,4,1
31.8,23,0.21,4,1
32.3,8.3,0.1,4,1
32,8.3,0.1,4,1
31.8,22.4,0.1,4,1
31.5,24.6,0.1,4,1
30.5,29,0.1,4,1
31,29,0,4,1
29.3,14.3,0,4,1
32,26,0.32,4,1
31.3,16.8,0.32,4,1
29,38,0.32,4,1
30.5,39.6,0.21,4,1
29.3,41.4,0.21,4,1
31,26,0.21,4,1
30.3,36.6,0.21,4,1
30.5,15.1,0.32,4,1
31.3,29,0.44,4,1
30.5,29,0.22,4,1
31,14.3,0.88,4,1
24.3,34,0.22,4,1
29.5,39.6,0.44,4,1
29,41.4,0.44,4,1
29.5,24.4,0.44,4,1
30.5,36,0.44,4,1
30.3,36.6,0.44,4,1
29,38,0.88,4,1
31.5,26,0.44,4,1
32,36.6,0.44,4,1
32,33,0.88,4,1
32.5,15.1,0.44,4,1
32,26,0.34,4,1
30.6,37.5,0.89,4,1
30.7,41.5,0.34,4,1
28.5,38,0.34,4,1
29.5,41.2,1.37,4,1
28,45.7,0.68,4,1
33.5,35.4,1.37,4,1
32.8,39,1.1,4,1
31.5,36.5,0.48,4,1
31.5,36.2,0.68,4,1
31.5,38.2,0.55,4,1
29.5,44.4,0.34,4,1
29.5,44.2,0.34,4,1
29.5,43.5,0.55,4,1
28.5,28.6,0.68,4,1
28.5,29.9,0.68,4,1
30.5,32.7,0.68,4,1
31.5,33.5,1.23,4,1
32.7,32.5,1.03,4,1
34,26,0,4,1
34.4,31,0.03,4,1
32,31.6,0,4,1
34.5,29.9,0,4,1
32.5,30.4,0.66,4,1
31.5,31.8,0.62,4,1
31.5,32.9,0,4,1
31,37.5,0,4,1
31,38,0.37,4,1
28.9,41.2,0,4,1
30.5,34.9,0,4,1
34.5,37.3,0,4,1
33.6,36.5,0,4,1
32.6,36.4,0.05,4,1
34,37.7,0,4,1
31,35.8,0.21,4,1
31,41.2,0,4,1
31,46.1,0.37,4,1
31.1,47,0,4,1
31.5,45.4,0,4,1
32,45.7,0,4,1
32.9,36.3,0.26,4,1
33,26,0.44,4,1
34,31,0.44,4,1
33,29.9,0.44,4,1
31.5,30.4,0.87,4,1
32,32.9,0.44,4,1
31.5,37.5,0.44,4,1
31.5,46.3,0.44,4,1
31.5,41.2,0.87,4,1
27.5,33.3,1.31,4,1
31.5,34.9,0.44,4,1
32.5,37.3,0.44,4,1
33.5,36.5,0.44,4,1
33.5,37.7,0.87,4,1
33,38.7,0.88,4,1
32.5,38.2,0.44,4,1
32,41.2,0.45,4,1
31.5,46.1,0.44,4,1
31,47,0.44,4,1
31.5,45.4,0.44,4,1
31,45.7,0.44,4,1
29.5,34.4,0.44,4,1
34,37.6,0.88,4,1
34,39,0.44,4,1
31.5,36.5,0.87,4,1
30.5,36.2,0.44,4,1
31,38.2,0.88,4,1
32,43.5,0.44,4,1
31,29.9,0.44,4,1
33,33.5,0.44,4,1
34,32.7,0.87,4,1
34,32.5,0.87,4,1
32.5,22.4,0,4,1
33,22.4,0,4,1
33,20.7,0,4,1
33.1,21.2,0,4,1
32.1,28.1,0.31,4,1
30.5,27.4,0,4,1
28.4,28.4,0.62,4,1
32.9,31.6,0,4,1
33.1,32.1,0.62,4,1
32,36.5,0,4,1
32,31.2,0,4,1
29,34.2,0,4,1
32.5,30.5,0,4,1
32,30.9,0,4,1
32.5,29.5,0,4,1
31.5,28.9,0,4,1
32.6,36.7,0,4,1
32,36,0,4,1
32,33.3,0,4,1
31.6,33.8,0.31,4,1
32.1,31.3,0,4,1
28.5,31.5,0.44,4,1
32,22.4,0.13,4,1
32.5,20.7,0.13,4,1
32,21.2,0.13,4,1
33,21.8,0.13,4,1
29.4,22.2,0.39,4,1
32.8,24.7,0.13,4,1
33.5,28.1,0.37,4,1
31.3,30.4,0.23,4,1
32.5,32.7,0.13,4,1
31,28.4,0.13,4,1
30.3,29.6,0.13,4,1
30.8,31.3,0.13,4,1
32.1,30.5,0.34,4,1
31.5,31.6,0.13,4,1
31.8,32.1,0.13,4,1
32.3,36.5,0.13,4,1
32.8,31.2,0.13,4,1
32.5,33.3,0.13,4,1
31.5,34.9,0.37,4,1
31.2,36.2,0.13,4,1
29.5,36.5,0.23,4,1
29.5,37.1,0.13,4,1
28.7,37.5,0,4,1
31,36.7,0.13,4,1
34.2,35.4,0.13,4,1
31,32,0.13,4,1
30.3,33.4,0.13,4,1
32.2,32.7,0.13,4,1
32,31.7,0.13,4,1
31,30.8,0.13,4,1
32,30.5,0.13,4,1
32.5,30.9,0.13,4,1
30.5,29.5,0.13,4,1
32.5,28.9,0.13,4,1
32,32,3.72,4,1
32,36.5,0.13,4,1
32.5,36.6,0.13,4,1
31.6,36.7,0.1,4,1
33.3,36,0.13,4,1
32.5,35.5,0.13,4,1
31,32.3,0.25,4,1
32.7,34.7,0.13,4,1
31.7,35.1,5.83,4,1
32,35.3,0.13,4,1
31.5,33.3,0.13,4,1
31.7,33.8,0.13,4,1
27.5,31.3,0.23,4,1
29.5,32.8,0,4,1
33.3,32.2,0.13,4,1
32,32.2,0.13,4,1
31.5,31.5,0.13,4,1
30.6,30.7,0.23,4,1
33.3,30.2,0.13,4,1
31,37.6,0.13,4,1
31,40.2,0.13,4,1
35.3,39.3,0.23,4,1
30.5,38.9,2.08,4,1
32.5,42.2,0.13,4,1
33.5,42,0.13,4,1
33.2,10.1,0.13,4,1
34,41.2,0.37,4,1
34.2,44,0.37,4,1
32,47,0.37,4,1
29.5,48,0.13,4,1
31,50.2,0.37,4,1
30.5,53,0.13,4,1
29,54,0.13,4,1
29.8,53.7,0.37,4,1
28.5,50.7,0.28,4,1
29.5,47.8,0.37,4,1
30.5,46,0.2,4,1
29.3,45,0.13,4,1
30.5,40,0.37,4,1
31,37.8,0.37,4,1
29.8,38.2,0.05,4,1
29,45.2,0.05,4,1
26.3,46,0.37,4,1
27.5,47,0.13,4,1
27.5,4,0.13,4,1
29,36.5,0.37,4,1
31.5,40.9,0.37,4,1
28.7,47,0.37,4,1
26.2,12.1,0.37,4,1
27.5,45,0.13,4,1
27,52.7,0.13,4,1
26.7,48.8,0.13,4,1
29.8,35.7,0.37,4,1
29.5,42.2,0.37,4,1
28.2,38,0.37,4,1
29.8,8.5,0.37,4,1
32.4,42.8,0.27,4,1
29,47,0.34,4,1
31.4,50.2,0.34,4,1
29.5,53,0.34,4,1
30.9,47.8,0.34,4,1
29.4,46,0.41,4,1
31.4,45.2,0.68,4,1
31.5,48.2,0.41,4,1
31.3,39,0.89,4,1
31.5,38.2,0.41,4,1
28.5,46.2,0.96,4,1
29.2,46,0.41,4,1
25.2,46,0.68,4,1
24,43.2,1.64,4,1
32.3,45.8,0.41,4,1
30,45,0.96,4,1
27.5,47.8,0.34,4,1
26,39,0.34,4,1
31,40,0,4,1
31.5,37.8,0,4,1
27.5,48.2,0,4,1
30.1,44,0.64,4,1
31.1,10.5,0,4,1
30.6,46.7,0,4,1
31.5,45.8,0,4,1
28.5,40.9,0.12,4,1
31,47.8,0,4,1
28.6,47,1.19,4,1
27.2,39,1.43,4,1
27,45,0,4,1
29.5,32.2,0,4,1
31.5,38,0,4,1
30.2,38,0,4,1
25.3,38,0,4,1
29.5,38,0,4,1
30.7,8.5,0,4,1
29.6,35,0,4,1
30,34.8,0.12,4,1
29.2,31.9,0.89,4,1
30.5,31.8,0.68,4,1
29,30.7,0.82,4,1
29.5,29.3,0.89,4,1
28.2,28.9,0.68,4,1
28,25.8,0.68,4,1
30,29.3,0.68,4,1
30.5,29.5,1.03,4,1
30,28.7,1.98,4,1
32.4,28.4,1.03,4,1
27.9,28.1,0.89,4,1
30,28.3,1.03,4,1
30.5,28.8,1.03,4,1
30.2,29.2,1.03,4,1
30,28.8,1.03,4,1
30.9,28.6,1.16,4,1
28,28.1,1.03,4,1
27.5,27.8,1.03,4,1
27.5,27.5,1.03,4,1
29.5,28,1.71,4,1
30.5,29.9,2.05,4,1
29.3,31.5,1.03,4,1
30.5,30.5,1.83,4,1
30.8,30.6,3.49,4,1
27.5,27.9,1.03,4,1
30.3,27.7,1.9,4,1
29.2,30.1,0.44,4,1
30.9,28.9,0.44,4,1
24.5,24.5,0.44,4,1
31.1,25.8,0.44,4,1
30.6,29.3,0.53,4,1
30.9,29.3,0.88,4,1
31,29.3,0.78,4,1
27.5,28.4,0.78,4,1
29.7,26.2,0.53,4,1
30.5,27.5,0.88,4,1
30.6,28.1,0.88,4,1
30.4,28.3,0.88,4,1
29,28.8,0.88,4,1
30,29.2,0.88,4,1
33,28.8,0.88,4,1
42.7,28.6,0.88,4,1
31.5,29.9,0.88,4,1
31.5,31.5,0.88,4,1
31.5,30.5,0.88,4,1
31.5,30.6,0.88,4,1
32.4,29.6,0.88,4,1
31.5,28.5,1.31,4,1
29.8,31.9,0.13,4,1
28,31.8,0.37,4,1
29.2,29.3,0.61,4,1
30.4,28.9,0.64,4,1
31,28.5,0.39,4,1
32,28.2,0.37,4,1
27,29.3,0.37,4,1
29.1,29.3,1.2,4,1
30,29.3,0.45,4,1
29.5,27.5,0.61,4,1
30,28.1,0.37,4,1
30,28.8,0.37,4,1
30,28.8,0.37,4,1
29,29.9,0.95,4,1
31.5,28.5,0.64,4,1
30.6,28.1,0.95,4,1
29.5,27.9,0.64,4,1
28.5,27.7,0.37,4,1
27.4,27.5,0.37,4,1
30.5,28.8,0.64,4,1
28.9,36,0,4,1
29.5,35,0.36,4,1
26,39,0,4,1
26.5,38,0.44,4,1
29,37.1,0.44,4,1
27.7,37,0.51,4,1
30.3,34,0.88,4,1
29.4,35,0.59,4,1
29.2,33,1.03,4,1
29.9,34.4,0.44,4,1
28.4,35,0.51,4,1
30.5,33,0.88,4,1
29.2,34,0.88,4,1
30.5,31,0.88,4,1
29.2,29.6,0.88,4,1
30,36.1,0.34,4,1
30.5,36,0.66,4,1
30.9,35,0.34,4,1
29.5,35,0.34,4,1
27.5,35,0.36,4,1
27.4,36.3,1.3,4,1
27.5,38,0.68,4,1
27.1,36.1,0.68,4,1
29,37,1.32,4,1
29.5,36,1.35,4,1
29,34,1.35,4,1
30,35,1.35,4,1
28.5,34,1.05,4,1
26.6,39,0.68,4,1
29.1,39,0.68,4,1
25.2,38.1,0.78,4,1
28.1,36.1,1,4,1
30,36,0.68,4,1
30.5,37,0.68,4,1
30.5,35,0.68,4,1
29,4.7,0.68,4,1
27.5,33,0.68,4,1
28.5,33,0.68,4,1
28,32,0.68,4,1
29,31,0.68,4,1
29,29.6,0.68,4,1
25.7,39,0.13,4,1
28.4,36.3,0.37,4,1
30,36.1,0.37,4,1
32.7,38.1,0.64,4,1
31.2,36.1,0.64,4,1
32.5,36,0.64,4,1
30,40.2,0.15,4,1
30.3,39.4,0.16,4,1
31,41.3,0.17,4,1
29.2,44.1,0.28,4,1
30.8,42.4,0.25,4,1
30.3,41.5,0.25,4,1
29.5,40.9,0.25,4,1
30.2,41.5,0.25,4,1
30.3,41.2,0.25,4,1
30.9,38.4,0.24,4,1
33,30,0.24,4,1
33.3,30.2,0.26,4,1
33.6,30.6,0.24,4,1
33.1,30,0.25,4,1
31.8,35,0.26,4,1
32,31,0.27,4,1
32.2,31.3,0.22,4,1
32.4,33.1,0.22,4,1
30.9,40.2,0.18,4,1
30.4,39.9,0.21,4,1
29.2,43,0.18,4,1
30.1,44.1,0.32,4,1
31,38.8,0.46,4,1
30.4,40.9,0.19,4,1
31.6,41.5,0.18,4,1
31.6,35.2,0.3,4,1
31.8,33.6,0.22,4,1
31.9,30,0.24,4,1
31.5,29.6,0.15,4,1
31.6,26.5,0.22,4,1
32.5,28.9,0.45,4,1
30,39.4,0.3,4,1
30.5,39.9,0.38,4,1
30,41.3,0.57,4,1
30.4,42.3,0.22,4,1
30.3,42.3,0.43,4,1
30.6,41.5,0.43,4,1
30.8,40.3,0.61,4,1
31.3,38.7,0.58,4,1
30.1,40.9,0.94,4,1
30.4,41.5,0.84,4,1
30.7,41.2,1.48,4,1
31.1,38.4,0.35,4,1
31.2,38.1,0.46,4,1
31.2,37.2,1.99,4,1
31.5,31.3,0.35,4,1
30.6,26.5,0.16,4,1
32.9,32.6,0.21,4,1
31.4,40.3,0.17,4,1
30,40.9,0.36,4,1
31.4,41.5,0.17,4,1
31.5,41.2,0.18,4,1
31.2,37.2,0.21,4,1
33,28.8,0.17,4,1
33.4,32.6,0.16,4,1
30.7,35.8,0.62,4,1
30.3,25.5,0.4,4,1
32.5,30,0.21,4,1
30.7,25.9,0.45,4,1
30.3,36.1,0.19,4,1
30.1,35.8,0.16,4,1
31,33.5,0.18,4,1
30.5,30.9,0.31,4,1
31.1,29.4,0.19,4,1
31,29.9,0.2,4,1
30.3,27.1,0.2,4,1
30.1,28.5,0.2,4,1
29.9,31.4,0.2,4,1
29.8,30.7,0.39,4,1
28.5,31.5,0.19,4,1
29.4,29.1,0.17,4,1
29.9,26.3,0.15,4,1
30.8,35.9,0.46,4,1
29.1,32.8,0.4,4,1
29.9,27.4,0.14,4,1
29.9,28.5,0.14,4,1
30.1,31.4,0.14,4,1
30.9,30.7,0.14,4,1
31,28.4,0.14,4,1
31,29.7,0.14,4,1
30.7,30.1,0.14,4,1
32,29.1,0.14,4,1
32.6,29.2,0.14,4,1
32.9,30,0.14,4,1
31.5,30.5,0.14,4,1
21.1,55.1,0.05,4,1
23.6,54.6,0.05,4,1
22.2,65.2,0.11,4,1
24.9,52.7,0.03,4,1
24.3,55.1,0.09,4,1
23.1,60.5,0.01,4,1
24,55.1,0.12,4,1
21.8,57.4,0.06,4,1
24.9,45.8,0.04,4,1
24.5,43.7,0.05,4,1
24.9,38.4,0.06,4,1
20.6,62.3,0.1,4,1
22.7,61,0.01,4,1
23.2,41.6,0.04,4,1
24.3,39.5,0.09,4,1
22.3,59.2,0.01,4,1
23.6,51,0.02,4,1
24.9,46.9,0.02,4,1
22.9,45.8,0.14,4,1
24.4,57.9,0.03,4,1
23.6,45.3,0.19,4,1
22,49.3,0.11,4,1
22.6,39.8,0.08,4,1
22.9,36.7,0.07,4,1
22.9,38.4,0.07,4,1
23.8,51.5,0.04,4,1
23.6,36.2,0.24,4,1
20.8,60.5,0.02,4,1
19.6,51.8,0.03,4,1
22.7,54.2,0.16,4,1
18.8,53.7,0.04,4,1
24.2,13.2,0.04,4,2
24.8,13.6,0.05,4,2
24,13.3,0.06,4,2
24.4,13,0.06,4,2
24.2,13.1,0.07,4,2
23.7,12.4,0.06,4,2
22.9,11.7,0.11,4,2
22.8,30.2,0.1,4,2
23.8,29.7,0.06,4,2
23.6,28.6,0.06,4,2
24,51.8,0.09,4,2
25.2,45.7,0.08,4,2
25.2,45.7,0.15,4,2
24.5,48.6,0.11,4,2
23.5,53.2,0.06,4,2
23.4,52.5,0.07,4,2
23.4,52.5,0.07,4,2
24.5,44.9,0.08,4,2
24.3,45.9,0.06,4,2
24.7,59,0.07,4,2
24.4,61.4,0.08,4,2
24.1,59.8,0.08,4,2
25.7,53.6,0.24,4,2
25.7,53.6,0.24,4,2
25.4,53.9,0.13,4,2
25.5,53.4,0.21,4,2
25.3,58.9,0.21,4,2
23.6,52.7,0.09,4,2
25.2,51.8,0.07,4,2
23.4,59.2,0.29,4,2
23.9,49.8,0.08,4,2
24.7,50,0.28,4,2
24.7,59.7,0.21,4,2
24.3,61.3,0.07,4,2
25.1,51.1,0.24,4,2
27.6,67.8,0.25,4,2
28.1,60,0.5,4,2
28.1,55.8,0.42,4,2
29.6,51,0.29,4,2
29.3,56.9,0.38,4,2
29.5,55.3,0.59,4,2
28.8,56.4,0.22,4,2
29.1,52.2,0.28,4,2
29.1,52.2,0.5,4,2
27.9,50.4,0.27,4,2
28.7,46.8,0.2,4,2
28.5,49.3,0.29,4,2
29.5,47.6,0.33,4,2
28.4,47.6,0.29,4,2
29.2,46.8,0.29,4,2
28.6,46.1,0.22,4,2
29,53.8,0.85,4,2
27.2,68.1,0.29,4,2
27.2,70.1,0.1,4,2
27.2,70.1,0.1,4,2
27.6,71.6,0.24,4,2
28,74.5,0.39,4,2
28.5,72.1,0.39,4,2
28.5,72.1,0.34,4,2
29.4,72.6,0.27,4,2
29.4,71.4,0.77,4,2
27.2,66.8,0.21,4,2
28.2,62.5,0.4,4,2
28.4,61.5,0.24,4,2
28.1,64.9,0.24,4,2
28.7,62.3,0.4,4,2
28.7,62.3,0.52,4,2
30.4,61.7,0.47,4,2
30.4,61.2,0.42,4,2
30.4,61.7,0.42,4,2
30.4,61.7,0.4,4,2
29.1,63.8,0.3,4,2
30.1,62.1,0.29,4,2
30.1,62.1,0.32,4,2
29.9,58.5,0.6,4,2
29.9,58.5,0.42,4,2
29.9,58.5,0.42,4,2
28.7,64.1,0.26,4,2
29.4,59.3,0.66,4,2
28.6,62.8,0.32,4,2
28.6,62.8,0.32,4,2
30.6,54.6,0.14,4,2
28.9,61.8,0.26,4,2
28.9,61.8,0.26,4,2
27.4,54.6,0.37,4,2
27.1,56.1,0.15,4,2
27,55.5,0.26,4,2
26.5,53.2,0.19,4,2
27.5,50,0.06,4,2
28.6,44.5,0.22,4,2
28.6,44.5,0.33,4,2
27.9,44.8,0.31,4,2
27.9,45.9,0.31,4,2
28.2,41.9,0.16,4,2
28.1,20.9,0.08,4,2
28.3,53.1,0.26,4,2
28.6,53.4,0.59,4,2
29.2,57.4,0.39,4,2
29.8,57.3,0.37,4,2
29.2,56.8,0.34,4,2
29.8,58.4,0.32,4,2
29.8,59,0.36,4,2
28.9,63,0.22,4,2
29.5,61.7,0.56,4,2
29.5,55.9,0.23,4,2
29.6,53.7,0.13,4,2
29.6,53.7,0.22,4,2
28.5,59.7,0.22,4,2
28.5,59.7,0.27,4,2
25.6,44.4,0.09,4,2
24.8,44,0.01,4,2
24.1,55.2,0.01,4,2
24.4,54.2,0.06,4,2
24.2,45.1,0.23,4,2
24.5,48,0.04,4,2
26.4,43.1,0.01,4,2
24,41.8,0.12,4,2
23.8,46.5,0.1,4,2
24.3,39.8,0.07,4,2
25.3,50.7,0.03,4,2
26.1,47.4,0.01,4,2
24.4,42.3,0.01,4,2
24.5,55.6,0.07,4,2
26.6,49.1,0.2,4,2
26.1,57.1,0.14,4,2
26,55.1,0.17,4,2
26.4,59.2,0.13,4,2
26.3,58.5,0.17,4,2
26.6,55.1,0.15,4,2
26.2,66.8,0.09,4,2
26.6,60,0.86,4,2
25.9,64.6,0.06,4,2
26.4,57.4,0.06,4,2
24.4,63.4,0.1,4,2
23.4,55.1,0.15,4,2
23.4,47.3,0.05,4,2
23.5,48.7,0.13,4,2
22,55,0.13,4,2
22.5,52.8,0.3,4,2
25.3,69.6,0.5,4,2
26,44.9,0.03,4,2
23.3,57.7,0.05,4,2
24.4,53.5,0.08,4,2
23.9,38.6,0.08,4,2
25.6,34.2,0.05,4,2
24.4,39.9,0.12,4,2
22.4,44,0.14,4,2
22.2,36.1,0.16,4,2
22.3,42,0.12,4,2
24.7,39.7,0.07,4,2
26.2,38.3,0.2,4,2
24.2,39.6,0.07,4,2
25.2,36.4,0.11,4,2
23.7,49.5,0.1,4,2
24.1,48.1,0.14,4,2
24.1,48.1,0.14,4,2
26.3,43,0.15,4,2
24.1,51.3,0.12,4,2
24.2,50.1,0.09,4,2
24.4,47.2,0.21,4,2
24,44.9,0.03,4,2
25.7,43.4,0.13,4,2
24.7,45.7,0.23,4,2
24.4,33.5,0.12,4,2
25.6,36.4,0.11,4,2
20,40.5,0.05,4,2
23.7,32.4,0.09,4,2
24.4,44.1,0.08,4,2
24.8,45.2,0.08,4,2
22.9,50.6,0.08,4,2
26,45.5,0.12,4,2
25.6,47.4,0.06,4,2
25.6,47.4,0.06,4,2
24.1,40.7,0.08,4,2
23,40.4,0.19,4,2
23.4,41.6,0.08,4,2
26.6,37.2,0.11,4,2
27.5,30.6,0.43,4,2
29.9,30.1,0.74,4,2
29.4,29.9,0.35,4,2
31.5,20.6,0.26,4,2
30.9,22.2,0.15,4,2
28.6,22.6,0.33,4,2
29.5,38.3,0.09,4,2
29.5,38.3,0.23,4,2
30.3,43.2,2.32,4,2
27.1,35.7,0.62,4,2
26.3,39.6,0.12,4,2
24.6,45,0.14,4,2
26.5,46.1,0.22,4,2
30.3,39.2,0.06,4,2
27.5,42.2,0.08,4,2
29.7,36.5,0.24,4,2
31,33.8,0.35,4,2
28.2,36.7,0.08,4,2
26.9,36,0.25,4,2
27.5,39.5,0.08,4,2
30,39.9,0.4,4,2
26.8,45.3,0.16,4,2
26.8,45.3,0.16,4,2
25.4,50.2,0.3,4,2
