,Country,PMV,PPD,SET,Clo,Met,Air temperature (¡C),Relative humidity (%),Air velocity (m/s),Publication (Citation),Data contributor,Year,Season,Koppen climate classification,Climate,City,Building type,Cooling startegy_building level,Age,Thermal sensation,Thermal preference,Air temperature (¡F),Ta_m (¡C),Ta_m (¡F),Operative temperature (¡C),Operative temperature (¡F),Radiant temperature (¡C),Radiant temperature (¡F),Air velocity (fpm),Velocity_m (m/s),Velocity_m (fpm),Database
407,Thailand,-0.08,5.15,25.32,0.65,1.1,24.1,60.2,0.15,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,38,0,no change,75.4,24.1,75.4,24.5,76.1,24.9,76.8,29.53,0.15,29.53,Database 1
408,Thailand,0.3,6.83,26.9,0.83,1.1,24.4,60.1,0.15,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,27,1,cooler,75.9,24.4,75.9,24.7,76.4,24.9,76.9,29.53,0.15,29.53,Database 1
409,Thailand,-0.01,5,25.6,0.65,1.1,24.4,59.7,0.14,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,22,1,cooler,75.9,24.4,75.9,24.6,76.3,24.8,76.7,27.56,0.14,27.56,Database 1
410,Thailand,0.34,7.34,27.24,0.91,1.1,23.9,60.2,0.13,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,33,-1,no change,75,23.9,75,24.3,75.7,24.7,76.4,25.59,0.13,25.59,Database 1
411,Thailand,-0.64,13.63,23.31,0.56,1.1,23.2,61.1,0.16,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,23,0,no change,73.8,23.2,73.8,23.4,74.2,23.6,74.6,31.5,0.16,31.5,Database 1
412,Thailand,-0.75,16.82,22.83,0.56,1.1,22.3,61.7,0.12,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,30,0,no change,72.1,22.3,72.1,22.7,72.8,23.1,73.5,23.62,0.12,23.62,Database 1
413,Thailand,-0.4,8.4,24.23,0.81,1.1,22,62.7,0.16,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,34,-2,no change,71.6,22,71.6,22.4,72.3,22.8,73,31.5,0.16,31.5,Database 1
414,Thailand,-1.23,36.76,21.44,0.56,1.1,21.5,63.6,0.18,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,28,0,cooler,70.7,21.5,70.7,21.8,71.3,22.2,71.9,35.43,0.18,35.43,Database 1
415,Thailand,-0.97,24.85,22,0.41,1.1,22.8,62.8,0.11,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,40,0,cooler,73,22.8,73,23,73.4,23.2,73.8,21.65,0.11,21.65,Database 1
416,Thailand,-0.21,5.89,24.45,0.56,1.1,23.8,61.2,0.1,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,54,0,cooler,74.8,23.8,74.8,24.1,75.4,24.4,76,19.69,0.1,19.69,Database 1
417,Thailand,-0.37,7.82,24.29,0.56,1.1,23.6,60.8,0.13,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,22,0,no change,74.5,23.6,74.5,24,75.2,24.4,75.9,25.59,0.13,25.59,Database 1
418,Thailand,-0.01,5,25.74,0.8,1.1,23.4,60.9,0.13,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,23,-1,no change,74.1,23.4,74.1,23.6,74.5,23.8,74.9,25.59,0.13,25.59,Database 1
419,Thailand,-0.46,9.48,23.83,0.56,1.1,23.2,60.9,0.12,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,24,-1,cooler,73.8,23.2,73.8,23.6,74.4,24,75.1,23.62,0.12,23.62,Database 1
420,Thailand,-0.5,10.24,23.87,0.65,1.1,22.8,61.6,0.14,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,47,-2,no change,73,22.8,73,23,73.4,23.2,73.8,27.56,0.14,27.56,Database 1
421,Thailand,-0.71,15.63,23.15,0.56,1.1,22.9,58.7,0.16,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,23,-1,warmer,73.2,22.9,73.2,23.3,74,23.8,74.8,31.5,0.16,31.5,Database 1
422,Thailand,-0.68,14.69,23.28,0.56,1.1,22.9,58.6,0.14,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,33,-1,no change,73.2,22.9,73.2,23.2,73.7,23.4,74.2,27.56,0.14,27.56,Database 1
423,Thailand,-1.21,35.95,21.4,0.29,1.1,23.1,58.3,0.11,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,38,1,cooler,73.6,23.1,73.6,23.4,74.2,23.7,74.7,21.65,0.11,21.65,Database 1
424,Thailand,-0.47,9.68,24.02,0.65,1.1,22.8,59.1,0.14,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,,-1,no change,73,22.8,73,23.2,73.7,23.6,74.4,27.56,0.14,27.56,Database 1
425,Thailand,-0.66,14.13,23.28,0.56,1.1,22.8,58.9,0.13,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,,-1,no change,73,22.8,73,23.1,73.6,23.5,74.2,25.59,0.13,25.59,Database 1
426,Thailand,-0.64,13.62,23.33,0.56,1.1,22.9,59.1,0.13,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,35,0,cooler,73.2,22.9,73.2,23.2,73.7,23.4,74.2,25.59,0.13,25.59,Database 1
427,Thailand,-1.17,33.97,21.66,0.29,1.1,23.4,58.7,0.12,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,27,-1,no change,74.1,23.4,74.1,23.7,74.6,23.9,75.1,23.62,0.12,23.62,Database 1
428,Thailand,-0.44,9.06,23.73,0.51,1.1,23.7,58.6,0.11,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,28,0,cooler,74.7,23.7,74.7,23.9,75,24.1,75.4,21.65,0.11,21.65,Database 1
429,Thailand,-0.41,8.55,23.99,0.56,1.1,23.5,58.7,0.12,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,30,1,cooler,74.3,23.5,74.3,23.8,74.8,24,75.3,23.62,0.12,23.62,Database 1
430,Thailand,-0.4,8.3,24.17,0.56,1.1,23.6,58.8,0.13,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,25,1,cooler,74.5,23.6,74.5,23.9,75.1,24.3,75.7,25.59,0.13,25.59,Database 1
431,Thailand,-0.27,6.52,24.74,0.65,1.1,23.4,59.2,0.14,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,38,0,no change,74.1,23.4,74.1,23.8,74.9,24.3,75.7,27.56,0.14,27.56,Database 1
432,Thailand,-0.57,11.75,23.63,0.56,1.1,23.3,59.9,0.14,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,35,-1,warmer,73.9,23.3,73.9,23.5,74.3,23.7,74.7,27.56,0.14,27.56,Database 1
433,Thailand,-0.65,13.86,23.15,0.47,1.1,23.5,59.5,0.12,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,33,2,cooler,74.3,23.5,74.3,23.7,74.7,23.9,75.1,23.62,0.12,23.62,Database 1
435,Thailand,-0.82,19.31,22.75,0.46,1.1,23.1,59.6,0.13,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,27,0,cooler,73.6,23.1,73.6,23.4,74.2,23.8,74.8,25.59,0.13,25.59,Database 1
436,Thailand,-0.41,8.49,23.76,0.56,1.1,23.1,59.6,0.1,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,25,-1,no change,73.6,23.1,73.6,23.5,74.4,24,75.1,19.69,0.1,19.69,Database 1
437,Thailand,-0.42,8.62,23.99,0.65,1.1,22.9,60.1,0.12,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,41,-1,no change,73.2,22.9,73.2,23.1,73.6,23.3,74,23.62,0.12,23.62,Database 1
438,Thailand,-0.62,12.94,23.3,0.56,1.1,22.8,59.9,0.12,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,,0,cooler,73,22.8,73,23.1,73.6,23.5,74.2,23.62,0.12,23.62,Database 1
439,Thailand,-0.7,15.44,23.18,0.56,1.1,22.8,60,0.15,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,21,0,no change,73,22.8,73,23.2,73.7,23.6,74.4,29.53,0.15,29.53,Database 1
440,Thailand,-0.63,13.45,23.36,0.65,1.1,22.5,60,0.15,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,27,0,no change,72.5,22.5,72.5,22.7,72.9,22.9,73.3,29.53,0.15,29.53,Database 1
441,Thailand,-0.21,5.9,24.63,0.62,1.1,23.6,57.7,0.11,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,30,0,no change,74.5,23.6,74.5,23.9,75.1,24.2,75.6,21.65,0.11,21.65,Database 1
442,Thailand,-0.47,9.61,23.93,0.56,1.1,23.4,57.9,0.13,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,26,0,cooler,74.1,23.4,74.1,23.7,74.7,24.1,75.3,25.59,0.13,25.59,Database 1
443,Thailand,-0.84,19.93,22.7,0.55,1.1,22.6,60.9,0.15,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,26,-1,warmer,72.7,22.6,72.7,22.9,73.2,23.1,73.7,29.53,0.15,29.53,Database 1
444,Thailand,-0.39,8.1,24.21,0.7,1.1,22.8,61.1,0.13,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,28,2,cooler,73,22.8,73,22.9,73.2,23,73.4,25.59,0.13,25.59,Database 1
445,Thailand,-0.78,17.68,22.6,0.46,1.1,23,61.3,0.11,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,26,0,no change,73.4,23,73.4,23.3,73.9,23.5,74.4,21.65,0.11,21.65,Database 1
446,Thailand,-1.18,34.46,21.66,0.46,1.1,22.7,62.9,0.19,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,26,-1,no change,72.9,22.7,72.9,23,73.4,23.3,73.9,37.4,0.19,37.4,Database 1
447,Thailand,-0.92,23.01,22.39,0.56,1.1,22.4,63.4,0.19,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,32,0,no change,72.3,22.4,72.3,22.8,73.1,23.3,73.9,37.4,0.19,37.4,Database 1
448,Thailand,-0.03,5.02,25.93,1,1.1,22,64.2,0.14,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,35,-2,warmer,71.6,22,71.6,22.3,72.1,22.5,72.6,27.56,0.14,27.56,Database 1
449,Thailand,,,,0.65,1.1,,,,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,24,-1,cooler,,,,,,,,,,,Database 1
450,Thailand,-0.32,7.09,24.49,0.7,1.1,23.2,59.3,0.15,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,26,0,cooler,73.8,23.2,73.8,23.4,74.1,23.5,74.4,29.53,0.15,29.53,Database 1
451,Thailand,-0.53,10.83,23.6,0.62,1.1,22.7,59,0.12,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,27,0,no change,72.9,22.7,72.9,23,73.3,23.2,73.8,23.62,0.12,23.62,Database 1
452,Thailand,-0.62,13.05,23.28,0.65,1.1,22.2,59.5,0.12,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,27,-1,no change,72,22.2,72,22.5,72.4,22.7,72.9,23.62,0.12,23.62,Database 1
453,Thailand,-1,26.32,22.15,0.55,1.1,21.9,60.2,0.13,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,29,-2,no change,71.4,21.9,71.4,22.2,71.9,22.4,72.4,25.59,0.13,25.59,Database 1
454,Thailand,-0.18,5.69,24.87,0.81,1.1,22.5,59.2,0.11,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,23,-1,no change,72.5,22.5,72.5,22.8,73,23,73.5,21.65,0.11,21.65,Database 1
455,Thailand,-0.11,5.24,25.15,0.8,1.1,22.8,58.8,0.11,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,34,-2,warmer,73,22.8,73,23.1,73.6,23.4,74.2,21.65,0.11,21.65,Database 1
456,Thailand,-0.56,11.55,23.5,0.56,1.1,23,58.6,0.12,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,24,0,no change,73.4,23,73.4,23.3,74,23.7,74.6,23.62,0.12,23.62,Database 1
457,Thailand,-0.51,10.37,23.87,0.65,1.1,22.8,58.5,0.14,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,25,0,cooler,73,22.8,73,23.1,73.5,23.3,74,27.56,0.14,27.56,Database 1
458,Thailand,-1.58,55,20.07,0.56,1.1,19.7,56.6,0.09,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,,1,warmer,67.5,19.7,67.5,20,68,20.3,68.6,17.72,0.09,17.72,Database 1
459,Thailand,-0.52,10.73,23.32,0.65,1.1,22.2,58.7,0.09,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,29,-1,cooler,72,22.2,72,22.5,72.5,22.8,73.1,17.72,0.09,17.72,Database 1
460,Thailand,0.03,5.02,25.91,1.04,1.1,21.7,58.7,0.1,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,30,-1,no change,71.1,21.7,71.1,22.1,71.8,22.6,72.6,19.69,0.1,19.69,Database 1
461,Thailand,-1.09,29.85,21.69,0.47,1.1,22,58.9,0.11,Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988,Spring,Aw,Tropical wet savanna,Bangkok,Office,Air Conditioned,23,0,cooler,71.6,22,71.6,22.3,72.2,22.6,72.8,21.65,0.11,21.65,Database 1
